District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Kamareddy,Banswada,28-Feb-21,0,17.8,35.6,21.3,83.8,,
Kamareddy,Banswada,1-Mar-21,0,22.3,36.6,9.9,77.3,,
Kamareddy,Banswada,2-Mar-21,0,18.5,37.2,35.3,89.5,,
Kamareddy,Banswada,3-Mar-21,0,18.4,36.3,15.7,89.1,,
Kamareddy,Banswada,4-Mar-21,0,17.6,34.4,12.5,83.2,,
Kamareddy,Banswada,5-Mar-21,0,19.8,35.5,15.1,81.9,,
Kamareddy,Banswada,6-Mar-21,0,19.6,36.5,31.4,82,,
Kamareddy,Banswada,7-Mar-21,0,17.8,36.3,34.8,81.9,,
Kamareddy,Banswada,8-Mar-21,0,18.8,34.8,24.3,75.3,,
Kamareddy,Banswada,9-Mar-21,0,20.2,34.8,34.7,85.9,,
Kamareddy,Banswada,10-Mar-21,0,20.7,36.5,31.5,89.5,,
Kamareddy,Banswada,11-Mar-21,0,19.6,34,39.9,85.4,,
Kamareddy,Banswada,12-Mar-21,0,19.7,34.8,29.6,82.5,,
Kamareddy,Banswada,13-Mar-21,0,17.7,34.4,31.2,83.5,,
Kamareddy,Banswada,14-Mar-21,0,17.4,33.4,39.7,79.7,,
Kamareddy,Banswada,15-Mar-21,0,17.6,36.8,31,73.4,,
Kamareddy,Banswada,16-Mar-21,0,18.8,37.2,31.2,75.3,,
Kamareddy,Banswada,17-Mar-21,0,20.1,37.4,31.9,78.5,,
Kamareddy,Banswada,18-Mar-21,0,21.3,34.1,31.2,86.5,,
Kamareddy,Banswada,19-Mar-21,0,21.7,35.1,41,84.9,,
Kamareddy,Banswada,20-Mar-21,0,22.8,34.3,39.7,75.5,,
Kamareddy,Banswada,21-Mar-21,0,19.3,34.8,42,82.5,,
Kamareddy,Banswada,22-Mar-21,0,20.1,33.4,36.4,87,,
Kamareddy,Banswada,23-Mar-21,0,22,36.5,44.9,83.1,,
Kamareddy,Banswada,24-Mar-21,0,19.4,34.7,49,89.8,,
Kamareddy,Banswada,25-Mar-21,0,19.5,33.7,39,90.2,,
Kamareddy,Banswada,26-Mar-21,0,19.3,37,26.3,76.2,,
Kamareddy,Banswada,27-Mar-21,0,19.7,35.8,39.9,58.1,,
Kamareddy,Banswada,28-Mar-21,0,18.8,36.4,20.1,79.2,,
Kamareddy,Banswada,29-Mar-21,0,20,37.3,21.5,78.7,,
Kamareddy,Banswada,30-Mar-21,0,20.6,39.2,16.8,75.4,,
Kamareddy,Banswada,31-Mar-21,0,19.9,38.1,19.3,63.3,,
Kamareddy,Pitlam,1-Jan-21,0,13,26.7,51.7,93.4,,
Kamareddy,Pitlam,2-Jan-21,0,12.5,26.5,54.8,93.3,,
Kamareddy,Pitlam,3-Jan-21,0,10.7,27.3,40.7,92.7,,
Kamareddy,Pitlam,4-Jan-21,0,12.2,26.4,46.7,88.2,,
Kamareddy,Pitlam,5-Jan-21,0,11.7,27.1,33.8,93.3,,
Kamareddy,Pitlam,6-Jan-21,0,15,27.3,45.6,90.2,,
Kamareddy,Pitlam,7-Jan-21,6.7,17.1,26.7,68,94.4,,
Kamareddy,Pitlam,8-Jan-21,7.3,18.1,27.5,61.8,92.5,,
Kamareddy,Pitlam,9-Jan-21,0,16.9,28,58.9,94.1,,
Kamareddy,Pitlam,10-Jan-21,0,14.3,30.5,30.4,94,,
Kamareddy,Pitlam,11-Jan-21,0,12.2,29.3,42.7,91.2,,
Kamareddy,Pitlam,12-Jan-21,0,14.7,29.8,40.1,94,,
Kamareddy,Pitlam,13-Jan-21,0,15.8,29.5,50,94.2,,
Kamareddy,Pitlam,14-Jan-21,0,13.4,31,99.9,99.9,,
Kamareddy,Pitlam,15-Jan-21,0,13.4,29.1,36.1,93.6,,
Kamareddy,Pitlam,16-Jan-21,0,14.1,28.4,44.1,91,,
Kamareddy,Pitlam,17-Jan-21,0,14.9,28.6,46.2,87.7,,
Kamareddy,Pitlam,18-Jan-21,0,15.9,29.2,43.9,92.3,,
Kamareddy,Pitlam,19-Jan-21,0,15.2,27.9,50.7,92.3,,
Kamareddy,Pitlam,20-Jan-21,0,12.2,29.3,37.7,87.6,,
Kamareddy,Pitlam,21-Jan-21,0,13.5,29.2,37.2,86.7,,
Kamareddy,Pitlam,22-Jan-21,0,15.5,29.3,42.3,90,,
Kamareddy,Pitlam,23-Jan-21,0,15.3,30.1,37.2,92.3,,
Kamareddy,Pitlam,24-Jan-21,0,16.1,29.6,43.2,90.6,,
Kamareddy,Pitlam,25-Jan-21,0,14.5,31.9,42.2,84.3,,
Kamareddy,Pitlam,26-Jan-21,0,15,30,43.5,84.2,,
Kamareddy,Pitlam,27-Jan-21,0,15.9,31,38.4,86.9,,
Kamareddy,Pitlam,28-Jan-21,0,16,30.4,38.1,85.6,,
Kamareddy,Pitlam,29-Jan-21,0,15.4,28.9,41.4,87.8,,
Kamareddy,Pitlam,30-Jan-21,0,15.4,30.3,33.3,84.9,,
Kamareddy,Pitlam,31-Jan-21,0,15.4,28.6,40,85.1,,
Kamareddy,Pitlam,1-Feb-21,0,14.1,28.7,45.9,84.9,,
Kamareddy,Pitlam,2-Feb-21,0,13.5,27.9,49.2,93.6,,
Kamareddy,Pitlam,3-Feb-21,0,9.2,29.4,18.3,83.7,,
Kamareddy,Pitlam,4-Feb-21,0,8.5,28.9,13.6,84.3,,
Kamareddy,Pitlam,5-Feb-21,0,11.3,29.2,18.2,83.2,,
Kamareddy,Pitlam,6-Feb-21,0,12.9,28.6,18.7,78.5,,
Kamareddy,Pitlam,7-Feb-21,0,11.9,28.1,26.8,79,,
Kamareddy,Pitlam,8-Feb-21,0,7.8,27,29,83.7,,
Kamareddy,Pitlam,9-Feb-21,0,6.8,26.4,21,89.1,,
Kamareddy,Pitlam,10-Feb-21,0,8.6,28.6,18,85.9,,
Kamareddy,Pitlam,11-Feb-21,0,10.3,29.2,17.7,77.1,,
Kamareddy,Pitlam,12-Feb-21,0,11.4,29.8,22.4,74.7,,
Kamareddy,Pitlam,13-Feb-21,0,11.3,29.4,33.9,82.1,,
Kamareddy,Pitlam,14-Feb-21,0,11.5,29.8,39.6,83.3,,
Kamareddy,Pitlam,15-Feb-21,0,16,30.4,36.5,78.6,,
Kamareddy,Pitlam,16-Feb-21,0,17.9,31,24.1,71,,
Kamareddy,Pitlam,17-Feb-21,0,13.5,31.9,21.4,76.3,,
Kamareddy,Pitlam,18-Feb-21,0,12.8,29.4,28.9,84.2,,
Kamareddy,Pitlam,19-Feb-21,0,19,27.5,37.1,82.2,,
Kamareddy,Pitlam,20-Feb-21,0,12.8,20.7,59.9,93.9,,
Kamareddy,Pitlam,21-Feb-21,0,13.5,28.1,40.3,92.4,,
Kamareddy,Pitlam,22-Feb-21,0,13.5,29.1,44.7,87.9,,
Kamareddy,Pitlam,23-Feb-21,0,12.4,29.9,40,89.1,,
Kamareddy,Pitlam,24-Feb-21,0,11.6,30.4,30,79.6,,
Kamareddy,Pitlam,25-Feb-21,0,12.5,32.8,22.7,81,,
Kamareddy,Pitlam,26-Feb-21,0,14.7,33.5,17.7,78.7,,
Kamareddy,Pitlam,27-Feb-21,0,16.8,32.9,22.2,73.6,,
Kamareddy,Pitlam,28-Feb-21,0,16.6,32.9,18,74,,
Kamareddy,Pitlam,1-Mar-21,0,20.8,34.4,17.6,60,,
Kamareddy,Pitlam,2-Mar-21,0,15.8,33.9,15.9,80.4,,
Kamareddy,Pitlam,3-Mar-21,0,16,33.1,17.4,77.1,,
Kamareddy,Pitlam,4-Mar-21,0,16.4,33.1,20.4,73.8,,
Kamareddy,Pitlam,5-Mar-21,0,15.6,34.2,18.3,66,,
Kamareddy,Pitlam,6-Mar-21,0,15.9,33.2,12,57.6,,
Kamareddy,Pitlam,7-Mar-21,0,16.7,33.5,15,69,,
Kamareddy,Pitlam,8-Mar-21,0,15.7,34.6,16.4,71.8,,
Kamareddy,Pitlam,9-Mar-21,0,19.2,32.8,16.4,77.3,,
Kamareddy,Pitlam,10-Mar-21,0,19.8,33.5,19.8,81.8,,
Kamareddy,Pitlam,11-Mar-21,0,20,37.3,19.4,72.3,,
Kamareddy,Pitlam,12-Mar-21,0,18.3,36.8,14.2,82.7,,
Kamareddy,Pitlam,13-Mar-21,0,18.2,36.8,17,80.6,,
Kamareddy,Pitlam,14-Mar-21,0,17.8,33.9,24.1,64.2,,
Kamareddy,Pitlam,15-Mar-21,0,18.9,36.2,14.3,58.6,,
Kamareddy,Pitlam,16-Mar-21,0,20.1,36.4,16.1,60.8,,
Kamareddy,Pitlam,17-Mar-21,0,20.8,37,15.1,66.9,,
Kamareddy,Pitlam,18-Mar-21,0,22.4,36.6,17.8,79.9,,
Kamareddy,Pitlam,19-Mar-21,0,21.5,36.9,22.5,78.1,,
Kamareddy,Pitlam,20-Mar-21,0,21.5,35.2,24.2,73.2,,
Kamareddy,Pitlam,21-Mar-21,0,19.9,34.5,29.2,75.2,,
Kamareddy,Pitlam,22-Mar-21,0,21.4,35.5,25.2,73.1,,
Kamareddy,Pitlam,23-Mar-21,0,22,34.4,29.9,70.6,,
Kamareddy,Pitlam,24-Mar-21,0,20.1,32.4,36.2,71.8,,
Kamareddy,Pitlam,25-Mar-21,0,21.6,34.1,30.2,75.3,,
Kamareddy,Pitlam,26-Mar-21,0,21.5,36.2,21.4,69.5,,
Kamareddy,Pitlam,27-Mar-21,0,20.8,36.1,23.2,63.7,,
Kamareddy,Pitlam,28-Mar-21,0,20.1,36.7,30.8,70.6,,
Kamareddy,Pitlam,29-Mar-21,0,20.7,37.2,25.2,65.9,,
Kamareddy,Pitlam,30-Mar-21,0,21.6,38.8,26.4,68.1,,
Kamareddy,Pitlam,31-Mar-21,0,21.2,37.3,16.2,67.8,,
Kamareddy,Nizamsagar,1-Jan-21,0,16.9,30.8,41.9,95.2,,
Kamareddy,Nizamsagar,2-Jan-21,0,16.1,30.6,44.1,94.1,,
Kamareddy,Nizamsagar,3-Jan-21,0,15.4,31.9,33.2,91.9,,
Kamareddy,Nizamsagar,4-Jan-21,0,15.7,32.1,37.4,83.6,,
Kamareddy,Nizamsagar,5-Jan-21,0,15.6,33.2,25,96.2,,
Kamareddy,Nizamsagar,6-Jan-21,0,19.2,33.2,35.1,86.5,,
Kamareddy,Nizamsagar,7-Jan-21,6.2,20.4,32.1,51.8,97.4,,
Kamareddy,Nizamsagar,8-Jan-21,6.9,19.2,28.7,61,98,,
Kamareddy,Nizamsagar,9-Jan-21,0,19.9,32.7,41.4,96.4,,
Kamareddy,Nizamsagar,10-Jan-21,0,17.7,33.4,20.9,96.7,,
Kamareddy,Nizamsagar,11-Jan-21,0,15.9,34.5,30.8,90.4,,
Kamareddy,Nizamsagar,12-Jan-21,0,17,34.3,29.1,95.7,,
Kamareddy,Nizamsagar,13-Jan-21,0,17.4,32.8,37.5,96.7,,
Kamareddy,Nizamsagar,14-Jan-21,0,16.6,31.9,33.6,95.7,,
Kamareddy,Nizamsagar,15-Jan-21,0,16.2,32.2,33.6,95.2,,
Kamareddy,Nizamsagar,16-Jan-21,0,17.6,33.8,36.8,90.2,,
Kamareddy,Nizamsagar,17-Jan-21,0,17.6,32.7,40.9,83.4,,
Kamareddy,Nizamsagar,18-Jan-21,0,18.9,33.5,33,92.6,,
Kamareddy,Nizamsagar,19-Jan-21,0,17.7,33,39.9,92.1,,
Kamareddy,Nizamsagar,20-Jan-21,0,17.8,35,32.8,84.1,,
Kamareddy,Nizamsagar,21-Jan-21,0,17.6,34.4,32.1,78.6,,
Kamareddy,Nizamsagar,22-Jan-21,0,18.6,33.9,34,86,,
Kamareddy,Nizamsagar,23-Jan-21,0,17.8,35.3,30.1,92.6,,
Kamareddy,Nizamsagar,24-Jan-21,0,18.3,34.2,37.7,88.3,,
Kamareddy,Nizamsagar,25-Jan-21,0,20.5,35,34.1,74,,
Kamareddy,Nizamsagar,26-Jan-21,0,19.3,34,36.3,78.8,,
Kamareddy,Nizamsagar,27-Jan-21,0,19.3,35.3,32.8,79.9,,
Kamareddy,Nizamsagar,28-Jan-21,0,20.7,35.3,30.1,77.7,,
Kamareddy,Nizamsagar,29-Jan-21,0,19.3,34.9,36.6,81.8,,
Kamareddy,Nizamsagar,30-Jan-21,0,19.6,33.4,25,76.9,,
Kamareddy,Nizamsagar,31-Jan-21,0,19.9,34.7,30.8,76.7,,
Kamareddy,Nizamsagar,1-Feb-21,0,19.2,33.2,40.7,74.5,,
Kamareddy,Nizamsagar,2-Feb-21,0,14.2,31.4,48,96,,
Kamareddy,Nizamsagar,3-Feb-21,0,12.9,32.4,13.5,82.6,,
Kamareddy,Nizamsagar,4-Feb-21,0,12.6,32.5,11.5,80.2,,
Kamareddy,Nizamsagar,5-Feb-21,0,14.4,33.6,12.8,80.6,,
Kamareddy,Nizamsagar,6-Feb-21,0,16,33.1,18.9,73.1,,
Kamareddy,Nizamsagar,7-Feb-21,0,14.1,31.9,23.5,86.3,,
Kamareddy,Nizamsagar,8-Feb-21,0,11.4,31.7,29.6,70.2,,
Kamareddy,Nizamsagar,9-Feb-21,0,11.2,32.7,21,84.3,,
Kamareddy,Nizamsagar,10-Feb-21,0,12.7,33,22.1,80.8,,
Kamareddy,Nizamsagar,11-Feb-21,0,15.5,35.3,18.4,74.7,,
Kamareddy,Nizamsagar,12-Feb-21,0,13.5,33.3,27.8,78.8,,
Kamareddy,Nizamsagar,13-Feb-21,0,13.2,32.5,26.5,84.8,,
Kamareddy,Nizamsagar,14-Feb-21,0,14.2,32.7,32.8,82.3,,
Kamareddy,Nizamsagar,15-Feb-21,0,17.3,33.7,31.3,81.5,,
Kamareddy,Nizamsagar,16-Feb-21,0,19.3,36.5,22.5,73.4,,
Kamareddy,Nizamsagar,17-Feb-21,0,19,34.6,16.8,68.5,,
Kamareddy,Nizamsagar,18-Feb-21,0,16.4,35.3,23.2,77.1,,
Kamareddy,Nizamsagar,19-Feb-21,0,18.1,32.6,32.5,72.1,,
Kamareddy,Nizamsagar,20-Feb-21,0,14.5,25.9,46.2,96.5,,
Kamareddy,Nizamsagar,21-Feb-21,0,17.1,31.6,30.5,94.9,,
Kamareddy,Nizamsagar,22-Feb-21,0,16.4,32.3,32.3,81.2,,
Kamareddy,Nizamsagar,23-Feb-21,0,16,32,38.8,84.4,,
Kamareddy,Nizamsagar,24-Feb-21,0,15.2,35.2,32.5,75.3,,
Kamareddy,Nizamsagar,25-Feb-21,0,15.8,36.2,23.4,76.2,,
Kamareddy,Nizamsagar,26-Feb-21,0,16.5,36.8,19.7,75.3,,
Kamareddy,Nizamsagar,27-Feb-21,0,16.9,37.9,19.1,78.4,,
Kamareddy,Nizamsagar,28-Feb-21,0,16.4,36.1,19.7,76.2,,
Kamareddy,Nizamsagar,1-Mar-21,0,22.2,36.6,26.9,63.9,,
Kamareddy,Nizamsagar,2-Mar-21,0,18.6,38.1,17.9,78.1,,
Kamareddy,Nizamsagar,3-Mar-21,0,18.2,37.9,19.1,81.4,,
Kamareddy,Nizamsagar,4-Mar-21,0,16.3,35.4,21.6,72.5,,
Kamareddy,Nizamsagar,5-Mar-21,0,17,35,20,73.8,,
Kamareddy,Nizamsagar,6-Mar-21,0,18,37.6,12.4,65.4,,
Kamareddy,Nizamsagar,7-Mar-21,0,19,37.3,12.6,67.6,,
Kamareddy,Nizamsagar,8-Mar-21,0,20.2,37.9,15.7,66.2,,
Kamareddy,Nizamsagar,9-Mar-21,0,20.5,37.1,14,74.6,,
Kamareddy,Nizamsagar,10-Mar-21,0,20.5,37.2,18.7,74.9,,
Kamareddy,Nizamsagar,11-Mar-21,0,19.7,37.1,20.3,73.2,,
Kamareddy,Nizamsagar,12-Mar-21,0,18.6,36.7,10.6,75.3,,
Kamareddy,Nizamsagar,13-Mar-21,0,18.2,37.2,13,70.3,,
Kamareddy,Nizamsagar,14-Mar-21,0,17.4,34.2,24.1,60.5,,
Kamareddy,Nizamsagar,15-Mar-21,0,17.6,35.6,13.4,66.7,,
Kamareddy,Nizamsagar,16-Mar-21,0,19.5,36.7,16.8,62.6,,
Kamareddy,Nizamsagar,17-Mar-21,0,20.5,36.8,12.7,65.8,,
Kamareddy,Nizamsagar,18-Mar-21,0,23.1,37.2,18.6,66.8,,
Kamareddy,Nizamsagar,19-Mar-21,0,21.5,36.9,20.2,71.3,,
Kamareddy,Nizamsagar,20-Mar-21,0,22.3,36.4,18.6,65.7,,
Kamareddy,Nizamsagar,21-Mar-21,0,20.3,35.3,23.5,66.7,,
Kamareddy,Nizamsagar,22-Mar-21,0,20.2,35.8,18.1,74.5,,
Kamareddy,Nizamsagar,23-Mar-21,0,21.4,34.7,30.9,72.2,,
Kamareddy,Nizamsagar,24-Mar-21,0,20.1,34,30.3,70.8,,
Kamareddy,Nizamsagar,25-Mar-21,0,20.3,35.9,28.4,75.9,,
Kamareddy,Nizamsagar,26-Mar-21,0,20.6,34.6,21.8,75.9,,
Kamareddy,Nizamsagar,27-Mar-21,0,20,37.8,25.5,78.1,,
Kamareddy,Nizamsagar,28-Mar-21,0,19.7,38.5,17.8,69.9,,
Kamareddy,Nizamsagar,29-Mar-21,0,20.1,39.7,10.4,72.6,,
Kamareddy,Nizamsagar,30-Mar-21,0,20.8,38.7,13.7,70.3,,
Kamareddy,Nizamsagar,31-Mar-21,0,19.2,39.2,15.2,63.3,,
Kamareddy,Naga_Reddipet,1-Jan-21,0,16.7,28.9,50.7,100,,
Kamareddy,Naga_Reddipet,2-Jan-21,0,16.2,28,54.3,100,,
Kamareddy,Naga_Reddipet,3-Jan-21,0,15.1,29,44.4,100,,
Kamareddy,Naga_Reddipet,4-Jan-21,0,16,28.3,49.6,100,,
Kamareddy,Naga_Reddipet,5-Jan-21,0,15.8,29.1,34.7,100,,
Kamareddy,Naga_Reddipet,6-Jan-21,0,19.4,29.5,45.9,100,,
Kamareddy,Naga_Reddipet,7-Jan-21,0,20.5,27.6,72.5,96.1,,
Kamareddy,Naga_Reddipet,8-Jan-21,0.7,20.2,26.9,78.7,100,,
Kamareddy,Naga_Reddipet,9-Jan-21,0,19.7,31,51.1,100,,
Kamareddy,Naga_Reddipet,10-Jan-21,0,18,30.9,33.1,100,,
Kamareddy,Naga_Reddipet,11-Jan-21,0,15.3,31.5,33.8,100,,
Kamareddy,Naga_Reddipet,12-Jan-21,0,17.3,31.6,36.7,100,,
Kamareddy,Naga_Reddipet,13-Jan-21,0,17.4,31,46.5,100,,
Kamareddy,Naga_Reddipet,14-Jan-21,0,16.4,31.8,33.1,100,,
Kamareddy,Naga_Reddipet,15-Jan-21,0,16.6,31.8,33.1,100,,
Kamareddy,Naga_Reddipet,16-Jan-21,0,17.3,30.7,46.5,100,,
Kamareddy,Naga_Reddipet,17-Jan-21,0,17.4,31.1,41.4,100,,
Kamareddy,Naga_Reddipet,18-Jan-21,0,18.4,30.4,45.4,96.1,,
Kamareddy,Naga_Reddipet,19-Jan-21,0,17.1,30.5,47,98.9,,
Kamareddy,Naga_Reddipet,20-Jan-21,0,16.7,32.3,37.8,95,,
Kamareddy,Naga_Reddipet,21-Jan-21,0,17.5,32.5,38.5,90.6,,
Kamareddy,Naga_Reddipet,22-Jan-21,0,18.4,32.6,40.2,96.4,,
Kamareddy,Naga_Reddipet,23-Jan-21,0,18.1,32.9,38.1,98.3,,
Kamareddy,Naga_Reddipet,24-Jan-21,0,17.9,32.2,41.5,83.4,,
Kamareddy,Naga_Reddipet,25-Jan-21,0,19,33.3,37.3,95.2,,
Kamareddy,Naga_Reddipet,26-Jan-21,0,18.7,33.2,38.5,92.5,,
Kamareddy,Naga_Reddipet,27-Jan-21,0,18.5,32.8,35.6,96,,
Kamareddy,Naga_Reddipet,28-Jan-21,0,20.3,32.1,38.8,90,,
Kamareddy,Naga_Reddipet,29-Jan-21,0,18,31.7,43.1,100,,
Kamareddy,Naga_Reddipet,30-Jan-21,0,19.5,32.3,29.7,95.9,,
Kamareddy,Naga_Reddipet,31-Jan-21,0,20,31.9,39.6,97.5,,
Kamareddy,Naga_Reddipet,1-Feb-21,0,18.2,30.8,44.8,98.5,,
Kamareddy,Naga_Reddipet,2-Feb-21,0,16.3,30.2,47.3,79.4,,
Kamareddy,Naga_Reddipet,3-Feb-21,0,13.2,31,18.7,77.6,,
Kamareddy,Naga_Reddipet,4-Feb-21,0,13.3,30.3,15.3,71.1,,
Kamareddy,Naga_Reddipet,5-Feb-21,0,14.1,29.7,25.6,70.5,,
Kamareddy,Naga_Reddipet,6-Feb-21,0,15.2,30.8,20.8,94.4,,
Kamareddy,Naga_Reddipet,7-Feb-21,0,15.1,31.3,27.7,93.1,,
Kamareddy,Naga_Reddipet,8-Feb-21,0,13.6,29.5,35.9,82.2,,
Kamareddy,Naga_Reddipet,9-Feb-21,0,12.4,29.1,19.9,90.8,,
Kamareddy,Naga_Reddipet,10-Feb-21,0,12.7,30.8,18.7,100,,
Kamareddy,Naga_Reddipet,11-Feb-21,0,14.1,32.4,23.5,99,,
Kamareddy,Naga_Reddipet,12-Feb-21,0,15.2,32.1,22.2,100,,
Kamareddy,Naga_Reddipet,13-Feb-21,0,14.9,32.4,23.8,100,,
Kamareddy,Naga_Reddipet,14-Feb-21,0,15.7,31.5,33.8,100,,
Kamareddy,Naga_Reddipet,15-Feb-21,0,16.9,33.1,29.7,97.2,,
Kamareddy,Naga_Reddipet,16-Feb-21,0,16.9,34,23.1,93.1,,
Kamareddy,Naga_Reddipet,17-Feb-21,0,17.3,34.3,22.4,94.1,,
Kamareddy,Naga_Reddipet,18-Feb-21,0,17.7,32.2,31.3,84.7,,
Kamareddy,Naga_Reddipet,19-Feb-21,0,18.7,29.2,39.3,84.4,,
Kamareddy,Naga_Reddipet,20-Feb-21,0,16.2,26.7,48.4,94.1,,
Kamareddy,Naga_Reddipet,21-Feb-21,0,17.6,29.4,43.1,100,,
Kamareddy,Naga_Reddipet,22-Feb-21,0,16.8,30.4,42.5,100,,
Kamareddy,Naga_Reddipet,23-Feb-21,0,16.5,32.4,34.8,92.3,,
Kamareddy,Naga_Reddipet,24-Feb-21,0,15.1,34.2,31.3,99.3,,
Kamareddy,Naga_Reddipet,25-Feb-21,0,16.4,35,25.8,92.1,,
Kamareddy,Naga_Reddipet,26-Feb-21,0,17,35.5,24.5,83.8,,
Kamareddy,Naga_Reddipet,27-Feb-21,0,18,35.6,24.7,79.4,,
Kamareddy,Naga_Reddipet,28-Feb-21,0,16.9,33.9,25.8,59.8,,
Kamareddy,Naga_Reddipet,1-Mar-21,0,21.9,36.8,19.4,80.1,,
Kamareddy,Naga_Reddipet,2-Mar-21,0,18.7,35,20.4,97.5,,
Kamareddy,Naga_Reddipet,3-Mar-21,0,19.1,36,24,91.8,,
Kamareddy,Naga_Reddipet,4-Mar-21,0,16.8,34.4,24.7,88.6,,
Kamareddy,Naga_Reddipet,5-Mar-21,0,16.6,35.1,19,90.9,,
Kamareddy,Naga_Reddipet,6-Mar-21,0,17.1,35.6,16,83.1,,
Kamareddy,Naga_Reddipet,7-Mar-21,0,18.1,35.8,20.3,83.6,,
Kamareddy,Naga_Reddipet,8-Mar-21,0,18.4,36.6,15,90.4,,
Kamareddy,Naga_Reddipet,9-Mar-21,0,19.4,35.6,26.1,100,,
Kamareddy,Naga_Reddipet,10-Mar-21,0,18.7,35.4,25.2,100,,
Kamareddy,Naga_Reddipet,11-Mar-21,0,17.7,36.3,26.8,94.5,,
Kamareddy,Naga_Reddipet,12-Mar-21,0,18.1,36.5,21.3,100,,
Kamareddy,Naga_Reddipet,13-Mar-21,0,16.3,36.9,15.5,97.7,,
Kamareddy,Naga_Reddipet,14-Mar-21,0,15.7,32.5,30,74.7,,
Kamareddy,Naga_Reddipet,15-Mar-21,0,16.6,36.3,17.8,87.4,,
Kamareddy,Naga_Reddipet,16-Mar-21,0,18.8,35.9,17.1,79.5,,
Kamareddy,Naga_Reddipet,17-Mar-21,0,18.7,36.2,21.3,90.8,,
Kamareddy,Naga_Reddipet,18-Mar-21,0,20.4,37.5,19.4,98.8,,
Kamareddy,Naga_Reddipet,19-Mar-21,0,20.6,35.5,32.3,87.6,,
Kamareddy,Naga_Reddipet,20-Mar-21,0,20.2,34,25.8,83.5,,
Kamareddy,Naga_Reddipet,21-Mar-21,0,19.4,33.1,35.3,73.6,,
Kamareddy,Naga_Reddipet,22-Mar-21,0,20.7,33.5,28.6,85.8,,
Kamareddy,Naga_Reddipet,23-Mar-21,13.8,21.1,33.7,37.1,85.4,,
Kamareddy,Naga_Reddipet,24-Mar-21,0,20.3,33,38.8,87.3,,
Kamareddy,Naga_Reddipet,25-Mar-21,0,20.5,35.2,36.8,87.2,,
Kamareddy,Naga_Reddipet,26-Mar-21,0,20.6,34.2,43.8,87.3,,
Kamareddy,Naga_Reddipet,27-Mar-21,0,20.3,36.7,28.1,54.2,,
Kamareddy,Naga_Reddipet,28-Mar-21,0,19.3,37.3,24.3,93.5,,
Kamareddy,Naga_Reddipet,29-Mar-21,0,18.8,38.1,15.7,79,,
Kamareddy,Naga_Reddipet,30-Mar-21,0,20.4,39.4,12.6,59.3,,
Kamareddy,Naga_Reddipet,31-Mar-21,0,19.1,36.2,18.4,73.1,,
Kamareddy,Yellareddy,1-Jan-21,0,17.3,28.8,49,95.5,,
Kamareddy,Yellareddy,2-Jan-21,0,16.1,29.1,51.6,98.4,,
Kamareddy,Yellareddy,3-Jan-21,0,14.7,28.9,42.6,98.6,,
Kamareddy,Yellareddy,4-Jan-21,0,15.2,28.4,48.5,97.5,,
Kamareddy,Yellareddy,5-Jan-21,0,15.9,28.3,37.2,97.9,,
Kamareddy,Yellareddy,6-Jan-21,0,18.6,29.7,45.8,97,,
Kamareddy,Yellareddy,7-Jan-21,1.5,20.2,28,66.6,95.3,,
Kamareddy,Yellareddy,8-Jan-21,1.3,19.7,25.5,73.1,97.2,,
Kamareddy,Yellareddy,9-Jan-21,0,19.1,30.3,49,98.4,,
Kamareddy,Yellareddy,10-Jan-21,0,17.1,31.4,34.6,98.7,,
Kamareddy,Yellareddy,11-Jan-21,0,14.7,31.8,36.5,97.6,,
Kamareddy,Yellareddy,12-Jan-21,0,16.7,31.9,36.5,99.4,,
Kamareddy,Yellareddy,13-Jan-21,0,17.3,31.1,39.7,99.4,,
Kamareddy,Yellareddy,14-Jan-21,0,15.8,31.9,40.3,98.9,,
Kamareddy,Yellareddy,15-Jan-21,0,16.1,31.9,40.3,99.4,,
Kamareddy,Yellareddy,16-Jan-21,0,17.4,32,41.3,96.5,,
Kamareddy,Yellareddy,17-Jan-21,0,16.7,31.6,41.9,98.9,,
Kamareddy,Yellareddy,18-Jan-21,0,17.8,30.5,42.6,98.9,,
Kamareddy,Yellareddy,19-Jan-21,0,16.9,30.2,45.8,99.9,,
Kamareddy,Yellareddy,20-Jan-21,0,16,32.4,38.1,98.9,,
Kamareddy,Yellareddy,21-Jan-21,0,16.9,33.1,36,92.1,,
Kamareddy,Yellareddy,22-Jan-21,0,17.5,32.8,38.1,97,,
Kamareddy,Yellareddy,23-Jan-21,0,17.4,35.4,32.1,98.4,,
Kamareddy,Yellareddy,24-Jan-21,0,17.4,33.3,39.2,98.9,,
Kamareddy,Yellareddy,25-Jan-21,0,18.4,33.7,37.4,95,,
Kamareddy,Yellareddy,26-Jan-21,0,17.6,33.7,36.8,93.6,,
Kamareddy,Yellareddy,27-Jan-21,0,17.7,33.6,32.1,98.2,,
Kamareddy,Yellareddy,28-Jan-21,0,20.5,33.1,34.9,87.6,,
Kamareddy,Yellareddy,29-Jan-21,0,17.8,32.8,38.6,97.7,,
Kamareddy,Yellareddy,30-Jan-21,0,19.1,33.4,30.8,91,,
Kamareddy,Yellareddy,31-Jan-21,0,19.3,31.9,36.3,90.9,,
